# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr8-263	chr8	90151163	90151463	+	28.1	0.986	8.000000	62.8	2.0	31.40	2.05e-68	10.58	7.97e-47	0.74
chr8-277	chr8	98816488	98816788	+	28.1	0.778	8.000000	62.8	16.0	3.93	2.16e-18	13.58	6.73e-54	0.74
chr8-282	chr8	100952508	100952808	+	28.1	0.789	8.000000	62.8	5.0	12.56	5.04e-45	4.57	9.94e-25	0.85
chr8-294	chr8	102393309	102393609	+	28.1	0.986	8.000000	62.8	11.0	5.71	2.37e-26	17.80	1.07e-61	0.74
chr9-347	chr9	38046872	38047172	+	28.1	0.809	7.000000	62.8	5.0	12.56	5.04e-45	18.51	7.52e-63	0.99
chr9-191	chr9	111489521	111489821	+	28.1	0.905	9.000000	62.8	8.0	7.85	1.20e-33	24.95	1.25e-71	0.74
chr9-272	chr9	117400223	117400523	+	28.1	0.986	8.000000	62.8	3.0	20.94	6.34e-58	14.81	2.22e-56	0.74
chr9-427	chr9	124016853	124017153	+	28.1	0.872	7.000000	62.8	3.0	20.94	6.34e-58	13.83	2.07e-54	0.99
chr9-43	chr9	132354998	132355298	+	28.1	0.890	16.000000	62.8	10.0	6.28	1.71e-28	10.16	1.09e-45	0.43
chr9-518	chr9	137612290	137612590	+	28.1	0.596	7.000000	62.8	1.0	62.81	1.19e-86	4.86	3.11e-26	0.85
chr10-256	chr10	70233458	70233758	+	28.1	0.772	7.000000	62.8	6.0	10.47	1.53e-40	20.68	4.30e-66	0.99
chr10-266	chr10	73744304	73744604	+	28.1	0.919	7.000000	62.8	4.0	15.70	1.32e-50	23.43	9.22e-70	0.99
chr11-140	chr11	65900234	65900534	+	28.1	0.602	9.000000	62.8	5.0	12.56	5.04e-45	11.25	1.47e-48	0.74
chr11-367	chr11	118753200	118753500	+	28.1	0.986	7.000000	62.8	4.0	15.70	1.32e-50	17.93	6.34e-62	0.85
chr11-368	chr11	118892464	118892764	+	28.1	0.780	7.000000	62.8	2.0	31.40	2.05e-68	13.12	6.67e-53	0.85
chr11-171	chr11	118910777	118911077	+	28.1	0.726	9.000000	62.8	7.0	8.97	8.11e-37	3.73	5.85e-20	0.74
chr12-83	chr12	42144689	42144989	+	28.1	0.826	11.000000	62.8	5.0	12.56	5.04e-45	29.43	1.55e-76	0.54
chr12-95	chr12	56630135	56630435	+	28.1	0.727	11.000000	62.8	0.5	125.61	4.18e-105	6.34	5.81e-33	0.54
chr13-133	chr13	45328033	45328333	+	28.1	0.986	7.000000	62.8	3.0	20.94	6.34e-58	14.35	1.82e-55	0.85
chr14-315	chr14	35332068	35332368	+	28.1	0.988	7.000000	62.8	5.0	12.56	5.04e-45	9.41	1.45e-43	0.99
chr14-355	chr14	63781120	63781420	+	28.1	0.987	7.000000	62.8	8.0	7.85	1.20e-33	26.69	1.25e-73	0.99
chr14-247	chr14	79342972	79343272	+	28.1	0.990	8.000000	62.8	4.0	15.70	1.32e-50	17.13	1.37e-60	0.99
chr14-399	chr14	83055272	83055572	+	28.1	0.986	7.000000	62.8	0.5	125.61	4.18e-105	16.88	3.68e-60	0.85
chr14-126	chr14	85596080	85596380	+	28.1	0.724	10.000000	62.8	3.0	20.94	6.34e-58	22.73	7.16e-69	0.66
chr14-70	chr14	103921510	103921810	+	28.1	0.585	12.000000	62.8	5.0	12.56	5.04e-45	15.72	4.18e-58	0.54
chr15-288	chr15	28007599	28007899	+	28.1	0.986	7.000000	62.8	4.0	15.70	1.32e-50	40.99	1.84e-86	0.85
chr15-163	chr15	74817425	74817725	+	28.1	0.961	9.000000	62.8	8.0	7.85	1.20e-33	5.78	1.41e-30	0.66
chr15-254	chr15	81752454	81752754	+	28.1	0.775	8.000000	62.8	9.0	6.98	6.66e-31	12.61	8.73e-52	0.85
chr16-452	chr16	721458	721758	+	28.1	0.763	7.000000	62.8	6.0	10.47	1.53e-40	5.30	2.23e-28	0.99
chr16-500	chr16	4640170	4640470	+	28.1	0.973	7.000000	62.8	6.0	10.47	1.53e-40	10.93	9.62e-48	0.99
chr16-341	chr16	8868310	8868610	+	28.1	0.781	8.000000	62.8	5.0	12.56	5.04e-45	8.00	3.95e-39	0.74
chr16-530	chr16	15997228	15997528	+	28.1	0.986	7.000000	62.8	6.0	10.47	1.53e-40	11.89	4.03e-50	0.85
chr16-566	chr16	29763843	29764143	+	28.1	0.986	7.000000	62.8	5.0	12.56	5.04e-45	5.21	6.42e-28	0.85
chr16-606	chr16	67247173	67247473	+	28.1	0.663	7.000000	62.8	10.0	6.28	1.71e-28	6.39	3.53e-33	0.85
chr16-150	chr16	69045278	69045578	+	28.1	0.986	11.000000	62.8	7.0	8.97	8.11e-37	14.62	5.19e-56	0.54
chr16-395	chr16	69629669	69629969	+	28.1	0.986	8.000000	62.8	0.5	125.61	4.18e-105	12.97	1.41e-52	0.74
chr16-627	chr16	72124844	72125144	+	28.1	0.986	7.000000	62.8	3.0	20.94	6.34e-58	25.51	2.78e-72	0.99
chr16-632	chr16	74322718	74323018	+	28.1	0.986	7.000000	62.8	4.0	15.70	1.32e-50	10.39	2.58e-46	0.85
chr16-652	chr16	81144221	81144521	+	28.1	0.986	7.000000	62.8	6.0	10.47	1.53e-40	20.32	1.44e-65	0.99
chr16-662	chr16	84475567	84475867	+	28.1	0.987	7.000000	62.8	4.0	15.70	1.32e-50	16.17	6.57e-59	0.99
chr16-663	chr16	84526029	84526329	+	28.1	0.959	7.000000	62.8	9.0	6.98	6.66e-31	14.62	5.19e-56	0.99
chr17-1092	chr17	42677954	42678254	+	28.1	0.875	8.000000	62.8	0.5	125.61	4.18e-105	14.08	6.20e-55	0.74
chr17-478	chr17	58710092	58710392	+	28.1	0.733	11.000000	62.8	30.0	2.09	2.14e-07	3.45	3.30e-18	0.60
chr17-1532	chr17	58737679	58737979	+	28.1	0.811	7.000000	62.8	36.0	1.74	5.20e-05	2.61	1.92e-12	0.99
chr17-1146	chr17	58877035	58877335	+	28.1	0.941	8.000000	62.8	22.0	2.85	2.30e-12	5.67	4.54e-30	0.99
chr17-184	chr17	59980215	59980515	+	28.1	0.986	15.000000	62.8	18.0	3.49	4.54e-16	10.68	4.39e-47	0.40
chr17-801	chr17	62551502	62551802	+	28.1	0.988	10.000000	62.8	10.0	6.28	1.71e-28	16.64	9.76e-60	0.60
chr17-1368	chr17	64334919	64335219	+	28.1	0.821	8.000000	62.8	36.0	1.74	5.20e-05	1.52	5.40e-04	0.74
chr17-1064	chr17	81722438	81722738	+	28.1	0.867	9.000000	62.8	7.0	8.97	8.11e-37	10.07	1.91e-45	0.85
chr18-47	chr18	23719743	23720043	+	28.1	0.986	7.000000	62.8	1.0	62.81	1.19e-86	57.39	1.26e-96	0.85
chr19-164	chr19	7144746	7145046	+	28.1	0.986	8.000000	62.8	1.0	62.81	1.19e-86	18.37	1.29e-62	0.74
chr19-63	chr19	12722540	12722840	+	28.1	0.645	11.000000	62.8	6.0	10.47	1.53e-40	13.19	4.58e-53	0.60
chr19-366	chr19	49476132	49476432	+	28.1	0.931	7.000000	62.8	4.0	15.70	1.32e-50	11.42	5.64e-49	0.85
chr19-377	chr19	51704181	51704481	+	28.1	0.814	7.000000	62.8	6.0	10.47	1.53e-40	14.00	9.29e-55	0.99
chr20-1091	chr20	32483900	32484200	+	28.1	0.987	10.000000	62.8	2.0	31.40	2.05e-68	22.96	3.64e-69	0.60
chr20-2181	chr20	48046586	48046886	+	28.1	0.986	7.000000	62.8	27.0	2.33	5.76e-09	2.56	4.95e-12	0.85
chr20-1757	chr20	48527894	48528194	+	28.1	0.971	8.000000	62.8	22.0	2.85	2.30e-12	3.53	1.03e-18	0.85
chr20-2222	chr20	48769300	48769600	+	28.1	0.512	7.000000	62.8	21.0	2.99	3.42e-13	2.37	1.41e-10	0.99
chr20-2236	chr20	49517500	49517800	+	28.1	0.772	7.000000	62.8	4.0	15.70	1.32e-50	12.02	2.04e-50	0.85
chr20-967	chr20	50376850	50377150	+	28.1	0.508	11.000000	62.8	9.0	6.98	6.66e-31	7.86	1.16e-38	0.60
chr20-1820	chr20	51752544	51752844	+	28.1	0.648	8.000000	62.8	18.0	3.49	4.54e-16	5.23	4.94e-28	0.85
chr20-1940	chr20	56576586	56576886	+	28.1	0.659	8.000000	62.8	13.0	4.83	1.05e-22	5.72	2.54e-30	0.85
chr20-1292	chr20	57325569	57325869	+	28.1	0.571	10.000000	62.8	17.0	3.69	3.49e-17	3.78	3.21e-20	0.60
chr20-2489	chr20	62407493	62407793	+	28.1	0.916	7.000000	62.8	8.0	7.85	1.20e-33	5.29	2.55e-28	0.99
chr22-14	chr22	39530595	39530895	+	28.1	0.986	11.000000	62.8	2.0	31.40	2.05e-68	14.00	9.29e-55	0.54
chrX-125	chrX	120245202	120245502	+	28.1	0.974	7.000000	62.8	3.0	20.94	6.34e-58	23.67	4.59e-70	0.99
GL000205.2-2	GL000205.2	62457	62757	+	28.1	0.910	11.000000	62.8	18.0	3.49	4.54e-16	4.37	1.19e-23	0.54
chr1-687	chr1	93078957	93079257	+	27.7	0.835	7.000000	61.9	3.0	20.64	1.31e-56	68.59	1.27e-100	0.85
chr1-461	chr1	113883327	113883627	+	27.7	0.986	8.000000	61.9	18.0	3.44	1.57e-15	6.88	1.25e-34	0.74
chr1-462	chr1	113942066	113942366	+	27.7	0.967	8.000000	61.9	17.0	3.64	1.28e-16	3.78	5.17e-20	0.85
chr1-493	chr1	150487091	150487391	+	27.7	0.795	8.000000	61.9	9.0	6.88	4.60e-30	10.15	4.75e-45	0.74
chr1-335	chr1	151371353	151371653	+	27.7	0.873	9.000000	61.9	8.0	7.74	9.30e-33	6.39	9.86e-33	0.66
chr1-868	chr1	201286468	201286768	+	27.7	0.663	7.000000	61.9	4.0	15.48	2.05e-49	13.16	2.86e-52	0.85
chr1-880	chr1	204104327	204104627	+	27.7	0.520	7.000000	61.9	9.0	6.88	4.60e-30	8.26	1.83e-39	0.85
chr1-549	chr1	206469481	206469781	+	27.7	0.927	8.000000	61.9	3.0	20.64	1.31e-56	10.20	3.57e-45	0.74
chr2-396	chr2	23926218	23926518	+	27.7	0.661	7.000000	61.9	6.0	10.32	1.59e-39	4.30	5.79e-23	0.99
chr2-129	chr2	33219762	33220062	+	27.7	0.987	10.000000	61.9	1.0	61.92	7.37e-85	59.56	2.13e-96	0.66
chr2-139	chr2	64906898	64907198	+	27.7	0.824	10.000000	61.9	3.0	20.64	1.31e-56	29.78	7.89e-76	0.66
chr2-54	chr2	112275422	112275722	+	27.7	0.901	14.000000	61.9	2.0	30.96	6.35e-67	33.28	4.18e-79	0.50
chr2-338	chr2	175906175	175906475	+	27.7	0.778	8.000000	61.9	2.0	30.96	6.35e-67	20.76	2.65e-65	0.85
chr3-197	chr3	37176266	37176566	+	27.7	0.600	10.000000	61.9	7.0	8.85	7.20e-36	15.94	1.06e-57	0.66
chr3-705	chr3	63156902	63157202	+	27.7	0.883	7.000000	61.9	22.0	2.81	6.55e-12	6.99	4.99e-35	0.85
chr3-713	chr3	63842714	63843014	+	27.7	0.758	7.000000	61.9	30.0	2.06	4.48e-07	6.29	2.66e-32	0.85
chr3-761	chr3	64450726	64451026	+	27.7	0.986	7.000000	61.9	35.0	1.77	4.30e-05	2.86	4.47e-14	0.99
chr3-827	chr3	120095409	120095709	+	27.7	0.625	7.000000	61.9	5.0	12.38	6.26e-44	6.25	3.70e-32	0.85
chr3-338	chr3	126961908	126962208	+	27.7	0.667	9.000000	61.9	7.0	8.85	7.20e-36	9.76	5.76e-44	0.66
chr3-340	chr3	129626823	129627123	+	27.7	0.986	9.000000	61.9	9.0	6.88	4.60e-30	4.22	1.60e-22	0.66
chr3-347	chr3	138187293	138187593	+	27.7	0.823	9.000000	61.9	13.0	4.76	5.02e-22	15.72	2.66e-57	0.74
chr3-375	chr3	186567279	186567579	+	27.7	0.685	9.000000	61.9	3.0	20.64	1.31e-56	7.30	3.47e-36	0.85
chr5-100	chr5	2752019	2752319	+	27.7	0.986	9.000000	61.9	3.0	20.64	1.31e-56	7.30	3.47e-36	0.74
chr5-261	chr5	43469846	43470146	+	27.7	0.780	7.000000	61.9	0.5	123.84	5.18e-103	23.10	2.16e-68	0.85
chr5-168	chr5	69095043	69095343	+	27.7	0.986	8.000000	61.9	3.0	20.64	1.31e-56	27.27	3.04e-73	0.74
chr5-50	chr5	151817624	151817924	+	27.7	0.986	12.000000	61.9	1.0	61.92	7.37e-85	14.06	3.92e-54	0.50
chr6-277	chr6	28383304	28383604	+	27.7	0.952	7.000000	61.9	6.0	10.32	1.59e-39	25.43	3.35e-71	0.85
chr6-92	chr6	44223773	44224073	+	27.7	0.986	10.000000	61.9	2.0	30.96	6.35e-67	16.52	1.01e-58	0.60
chr6-106	chr6	134529902	134530202	+	27.7	0.944	10.000000	61.9	1.0	61.92	7.37e-85	98.41	1.81e-111	0.60
chr7-379	chr7	17298621	17298921	+	27.7	0.875	7.000000	61.9	5.0	12.38	6.26e-44	17.28	5.26e-60	1.19
chr7-407	chr7	57259789	57260089	+	27.7	0.986	7.000000	61.9	1.0	61.92	7.37e-85	29.02	4.57e-75	0.85
chr7-458	chr7	92245835	92246135	+	27.7	0.673	7.000000	61.9	5.0	12.38	6.26e-44	16.40	1.63e-58	0.85
chr7-539	chr7	137143526	137143826	+	27.7	0.986	7.000000	61.9	3.0	20.64	1.31e-56	102.88	8.32e-113	0.85
chr7-567	chr7	149741975	149742275	+	27.7	0.903	7.000000	61.9	10.0	6.19	1.07e-27	10.33	1.51e-45	0.99
chr7-577	chr7	151745326	151745626	+	27.7	0.729	7.000000	61.9	4.0	15.48	2.05e-49	7.62	2.57e-37	0.99
chr7-586	chr7	155963526	155963826	+	27.7	0.944	7.000000	61.9	5.0	12.38	6.26e-44	6.07	2.15e-31	0.99
chr7-587	chr7	155994029	155994329	+	27.7	0.673	7.000000	61.9	5.0	12.38	6.26e-44	9.13	3.77e-42	0.99
chr8-198	chr8	100848126	100848426	+	27.7	0.986	9.000000	61.9	10.0	6.19	1.07e-27	8.29	1.46e-39	0.66
chr8-292	chr8	101493103	101493403	+	27.7	0.920	8.000000	61.9	13.0	4.76	5.02e-22	3.03	3.07e-15	0.74
chr8-84	chr8	102655255	102655555	+	27.7	0.710	12.000000	61.9	10.0	6.19	1.07e-27	5.73	6.08e-30	0.66
chr8-474	chr8	120285139	120285439	+	27.7	0.837	7.000000	61.9	1.0	61.92	7.37e-85	62.87	5.14e-98	0.85
chr8-324	chr8	127736127	127736427	+	27.7	0.467	8.000000	61.9	8.0	7.74	9.30e-33	2.44	5.40e-11	0.85
chr8-528	chr8	143334895	143335195	+	27.7	0.840	7.000000	61.9	2.0	30.96	6.35e-67	8.14	4.48e-39	0.85
chr8-89	chr8	143767898	143768198	+	27.7	0.965	12.000000	61.9	2.0	30.96	6.35e-67	12.57	5.41e-51	0.54
chr8-92	chr8	143976405	143976705	+	27.7	0.820	12.000000	61.9	5.0	12.38	6.26e-44	5.49	6.93e-29	0.54
chr8-350	chr8	144508442	144508742	+	27.7	0.605	8.000000	61.9	8.0	7.74	9.30e-33	3.48	3.95e-18	0.74
chr9-342	chr9	33403330	33403630	+	27.7	0.812	7.000000	61.9	3.0	20.64	1.31e-56	13.89	8.75e-54	0.99
chr9-262	chr9	105244209	105244509	+	27.7	0.831	8.000000	61.9	9.0	6.88	4.60e-30	20.76	2.65e-65	0.85
chr9-117	chr9	136482933	136483233	+	27.7	0.921	11.000000	61.9	6.0	10.32	1.59e-39	6.84	1.80e-34	0.60
chr10-105	chr10	84651333	84651633	+	27.7	0.986	9.000000	61.9	6.0	10.32	1.59e-39	47.15	1.98e-89	0.66
chr10-169	chr10	87065105	87065405	+	27.7	0.761	8.000000	61.9	4.0	15.48	2.05e-49	27.27	3.04e-73	0.74
chr10-63	chr10	89414961	89415261	+	27.7	0.910	10.000000	61.9	3.0	20.64	1.31e-56	43.53	4.76e-87	0.60
chr10-290	chr10	100572820	100573120	+	27.7	0.986	7.000000	61.9	3.0	20.64	1.31e-56	24.60	3.11e-70	0.85
chr11-176	chr11	1559096	1559396	+	27.7	0.722	8.000000	61.9	3.0	20.64	1.31e-56	16.64	6.22e-59	0.85
chr11-122	chr11	34156234	34156534	+	27.7	0.732	9.000000	61.9	3.0	20.64	1.31e-56	23.58	5.42e-69	0.66
chr11-191	chr11	34934386	34934686	+	27.7	0.986	8.000000	61.9	4.0	15.48	2.05e-49	251.48	8.36e-140	0.74
chr11-135	chr11	62705973	62706273	+	27.7	0.753	9.000000	61.9	9.0	6.88	4.60e-30	7.72	1.12e-37	0.66
chr11-295	chr11	65121974	65122274	+	27.7	0.798	7.000000	61.9	6.0	10.32	1.59e-39	10.93	4.21e-47	0.85
chr11-356	chr11	107946912	107947212	+	27.7	0.946	7.000000	61.9	1.0	61.92	7.37e-85	39.02	8.28e-84	0.85
chr12-108	chr12	1837047	1837347	+	27.7	0.933	10.000000	61.9	4.0	15.48	2.05e-49	6.04	2.94e-31	0.66
chr12-151	chr12	45532755	45533055	+	27.7	0.986	9.000000	61.9	4.0	15.48	2.05e-49	59.56	2.13e-96	0.66
chr12-374	chr12	52215655	52215955	+	27.7	0.759	7.000000	61.9	5.0	12.38	6.26e-44	4.70	4.87e-25	0.99
chr12-384	chr12	53629318	53629618	+	27.7	0.690	7.000000	61.9	8.0	7.74	9.30e-33	8.95	1.31e-41	0.85
chr12-397	chr12	57632993	57633293	+	27.7	0.986	7.000000	61.9	7.0	8.85	7.20e-36	19.34	2.95e-63	0.85
chr12-278	chr12	113086204	113086504	+	27.7	0.987	8.000000	61.9	4.0	15.48	2.05e-49	12.17	4.47e-50	0.85
chr12-284	chr12	116910729	116911029	+	27.7	0.986	8.000000	61.9	2.0	30.96	6.35e-67	18.71	2.75e-62	0.74
chr13-11	chr13	21670900	21671200	+	27.7	0.972	12.000000	61.9	3.0	20.64	1.31e-56	15.29	1.60e-56	0.50
chr15-291	chr15	31296789	31297089	+	27.7	0.986	7.000000	61.9	6.0	10.32	1.59e-39	14.32	1.15e-54	0.85
chr15-20	chr15	75202428	75202728	+	27.7	0.661	19.000000	61.9	6.0	10.32	1.59e-39	5.83	2.15e-30	0.37
chr15-427	chr15	90665542	90665842	+	27.7	0.675	7.000000	61.9	20.0	3.10	1.38e-13	10.58	3.49e-46	0.99
chr16-512	chr16	10626191	10626491	+	27.7	0.986	7.000000	61.9	5.0	12.38	6.26e-44	13.63	2.86e-53	0.85
chr16-541	chr16	20901109	20901409	+	27.7	0.865	7.000000	61.9	6.0	10.32	1.59e-39	8.41	5.88e-40	0.85
chr16-354	chr16	21511564	21511864	+	27.7	0.723	8.000000	61.9	9.0	6.88	4.60e-30	3.66	2.82e-19	0.85
chr16-374	chr16	30634337	30634637	+	27.7	0.819	8.000000	61.9	13.0	4.76	5.02e-22	17.02	1.43e-59	0.74
chr16-408	chr16	76137955	76138255	+	27.7	0.915	8.000000	61.9	11.0	5.63	1.34e-25	30.59	1.30e-76	0.85
chr16-106	chr16	87779167	87779467	+	27.7	0.917	13.000000	61.9	3.0	20.64	1.31e-56	5.36	2.74e-28	0.74
chr16-442	chr16	89633840	89634140	+	27.7	0.833	8.000000	61.9	7.0	8.85	7.20e-36	5.92	8.68e-31	0.74
chr17-1447	chr17	18781016	18781316	+	27.7	0.986	7.000000	61.9	6.0	10.32	1.59e-39	87.05	8.81e-108	0.85
chr17-642	chr17	21043533	21043833	+	27.7	0.706	10.000000	61.9	2.0	30.96	6.35e-67	15.94	1.06e-57	0.66
chr17-1509	chr17	58589367	58589667	+	27.7	0.829	7.000000	61.9	36.0	1.72	9.13e-05	3.19	2.68e-16	0.85
chr17-1139	chr17	58745455	58745755	+	27.7	0.979	8.000000	61.9	31.0	2.00	1.26e-06	2.54	1.00e-11	0.85
chr17-1789	chr17	62423695	62423995	+	27.7	0.704	7.000000	61.9	25.0	2.48	8.56e-10	10.24	2.69e-45	0.85
chr17-1798	chr17	63022174	63022474	+	27.7	0.930	7.000000	61.9	6.0	10.32	1.59e-39	11.32	4.69e-48	0.85
chr17-808	chr17	66745810	66746110	+	27.7	0.644	10.000000	61.9	3.0	20.64	1.31e-56	13.01	6.05e-52	0.66
chr17-1046	chr17	67366252	67366552	+	27.7	0.987	9.000000	61.9	10.0	6.19	1.07e-27	12.10	6.31e-50	0.66
chr17-1053	chr17	68699307	68699607	+	27.7	0.986	9.000000	61.9	8.0	7.74	9.30e-33	10.99	3.09e-47	0.66
chr19-250	chr19	4153318	4153618	+	27.7	0.933	7.000000	61.9	4.0	15.48	2.05e-49	16.64	6.22e-59	0.99
chr19-178	chr19	16111179	16111479	+	27.7	0.660	8.000000	61.9	8.0	7.74	9.30e-33	12.50	7.73e-51	0.99
chr19-314	chr19	36489353	36489653	+	27.7	0.805	7.000000	61.9	6.0	10.32	1.59e-39	20.21	1.62e-64	0.85
chr19-96	chr19	58476028	58476328	+	27.7	0.933	10.000000	61.9	1.0	61.92	7.37e-85	13.55	4.23e-53	0.66
chr20-2042	chr20	31605297	31605597	+	27.7	0.844	7.000000	61.9	8.0	7.74	9.30e-33	5.92	8.68e-31	0.99
chr20-892	chr20	40543627	40543927	+	27.7	0.986	11.000000	61.9	1.0	61.92	7.37e-85	52.64	1.05e-92	0.54
chr20-2067	chr20	45329584	45329884	+	27.7	0.946	7.000000	61.9	6.0	10.32	1.59e-39	23.58	5.42e-69	0.85
chr20-1156	chr20	47985258	47985558	+	27.7	0.672	10.000000	61.9	36.0	1.72	9.13e-05	1.68	3.74e-05	0.74
chr20-2179	chr20	48037595	48037895	+	27.7	0.972	7.000000	61.9	28.0	2.21	4.65e-08	2.70	6.16e-13	0.99
chr20-1434	chr20	48625825	48626125	+	27.7	0.813	9.000000	61.9	17.0	3.64	1.28e-16	3.13	6.88e-16	0.74
chr20-956	chr20	48657525	48657825	+	27.7	0.667	11.000000	61.9	26.0	2.38	3.54e-09	2.76	2.32e-13	0.54
chr20-1764	chr20	48664215	48664515	+	27.7	0.890	8.000000	61.9	21.0	2.95	1.02e-12	3.27	8.79e-17	0.85
chr20-1784	chr20	49888281	49888581	+	27.7	0.827	8.000000	61.9	16.0	3.87	8.43e-18	5.44	1.21e-28	0.85
chr20-2393	chr20	54491345	54491645	+	27.7	0.794	7.000000	61.9	31.0	2.00	1.26e-06	2.74	3.40e-13	0.99
chr20-2466	chr20	58177973	58178273	+	27.7	0.608	7.000000	61.9	13.0	4.76	5.02e-22	4.44	1.08e-23	0.99
chr20-2505	chr20	63786362	63786662	+	27.7	0.845	7.000000	61.9	9.0	6.88	4.60e-30	9.55	2.20e-43	0.85
chrX-19	chrX	52920947	52921247	+	27.7	0.732	11.000000	61.9	3.0	20.64	1.31e-56	17.55	1.90e-60	0.54
chr1-210	chr1	6602325	6602625	+	27.3	0.789	10.000000	61.0	4.0	15.26	2.05e-49	9.83	1.46e-43	0.66
chr1-216	chr1	37990068	37990368	+	27.3	0.756	10.000000	61.0	3.0	20.35	1.31e-56	31.42	2.50e-76	0.60
chr1-137	chr1	113876206	113876506	+	27.3	0.765	12.000000	61.0	15.0	4.07	4.38e-19	8.55	7.88e-40	0.60
chr1-735	chr1	114173588	114173888	+	27.3	0.543	7.000000	61.0	16.0	3.81	8.43e-18	7.20	2.54e-35	0.85
chr1-780	chr1	150363723	150364023	+	27.3	0.756	7.000000	61.0	6.0	10.17	1.59e-39	4.75	5.80e-25	0.85
chr1-829	chr1	166603399	166603699	+	27.3	0.958	7.000000	61.0	5.0	12.21	6.26e-44	14.03	2.47e-53	0.85
chr1-845	chr1	180228685	180228985	+	27.3	0.857	7.000000	61.0	5.0	12.21	6.26e-44	8.32	3.95e-39	0.85
chr1-546	chr1	205300857	205301157	+	27.3	0.543	8.000000	61.0	0.5	122.07	5.18e-103	10.73	6.24e-46	0.74
chr2-378	chr2	9207013	9207313	+	27.3	0.637	7.000000	61.0	5.0	12.21	6.26e-44	23.00	2.54e-67	0.85
chr2-440	chr2	68267839	68268139	+	27.3	0.986	7.000000	61.0	3.0	20.35	1.31e-56	17.71	7.22e-60	0.99
chr2-156	chr2	158457883	158458183	+	27.3	0.826	10.000000	61.0	6.0	10.17	1.59e-39	18.59	2.99e-61	0.74
chr3-729	chr3	64081469	64081769	+	27.3	0.732	7.000000	61.0	34.0	1.80	1.93e-05	2.20	4.49e-09	0.85
chr3-824	chr3	116991317	116991617	+	27.3	0.986	7.000000	61.0	3.0	20.35	1.31e-56	63.74	4.77e-97	0.85
chr3-167	chr3	122514592	122514892	+	27.3	0.746	11.000000	61.0	5.0	12.21	6.26e-44	53.12	1.12e-91	0.54
chr3-575	chr3	189099064	189099364	+	27.3	0.573	8.000000	61.0	3.0	20.35	1.31e-56	21.05	8.79e-65	0.74
chr4-126	chr4	1040949	1041249	+	27.3	0.671	7.000000	61.0	1.0	61.04	7.37e-85	10.47	2.76e-45	0.85
chr5-148	chr5	17315719	17316019	+	27.3	0.986	8.000000	61.0	4.0	15.26	2.05e-49	9.58	7.34e-43	0.74
chr5-317	chr5	137841233	137841533	+	27.3	0.908	7.000000	61.0	3.0	20.35	1.31e-56	54.41	2.19e-92	0.99
chr5-323	chr5	140400620	140400920	+	27.3	0.871	7.000000	61.0	6.0	10.17	1.59e-39	14.68	1.37e-54	0.99
chr5-132	chr5	157348809	157349109	+	27.3	0.986	9.000000	61.0	3.0	20.35	1.31e-56	139.44	2.95e-120	0.66
chr5-362	chr5	177517050	177517350	+	27.3	0.986	7.000000	61.0	12.0	5.09	1.01e-23	71.97	1.23e-100	0.85
chr5-93	chr5	180173709	180174009	+	27.3	0.798	10.000000	61.0	2.0	30.52	6.35e-67	8.26	6.21e-39	0.66
chr6-38	chr6	34756489	34756789	+	27.3	0.875	13.000000	61.0	6.0	10.17	1.59e-39	10.19	1.56e-44	0.46
chr6-67	chr6	42018699	42018999	+	27.3	0.986	11.000000	61.0	5.0	12.21	6.26e-44	11.10	7.28e-47	0.54
chr6-328	chr6	55827817	55828117	+	27.3	0.857	7.000000	61.0	2.0	30.52	6.35e-67	17.03	9.10e-59	0.85
chr6-216	chr6	85678736	85679036	+	27.3	0.842	8.000000	61.0	6.0	10.17	1.59e-39	18.44	5.15e-61	0.74
chr6-371	chr6	136290315	136290615	+	27.3	0.971	7.000000	61.0	5.0	12.21	6.26e-44	47.47	2.26e-88	0.85
